1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,,,,,,,,
2010,Rutgers,Big East,YES,No Appearance,NO,NO,4,8,0.333,26.4,8.7912,1,6,14%,-5.7,17.0,20.8,8.6,26.5,17.9,20.8,26.5,-5.7,50,50,64.08,294.9,4.6,27,194,7.2,54.3,10,124.8,16,37.08,100.92,2.72,11,14,41,11,37,0,1,318,26.5,442,1877,4.25,20,36.83,156.42,336,207,61.6,2613,7.8,19,8,140.84,28,217.8,1877,2613,778,4490,5.77,374.2,56,1280,22.86,0,4.7,106.7,24,211,8.79,3,2,17.6,47,960,20.43,1,3.9,80,28,310,11.07,0,2.3,25.8,20,14,70,1.7,1.2,9,0.75,14,8,22,5,10,15,7,0.58,84,605,7,50.4,61%,61%,4796406,7.5,110799,23.75,11,19494261,19494263,-2,"Public, 4-year or above",,,,,,,,
2010,Ohio State,Big Ten,YES,Won,YES,YES,12,1,0.923,28.5,26.3055,7,1,88%,26.1,19.7,39.4,15.1,13.3,8.6,38.8,14.3,24.5,2,1,68.88,448.6,6.51,26.8,228.5,8.5,65.3,13,157.76,30,42.08,220.08,5.23,27,20,22,10,20,1,1,186,14.3,404,1253,3.1,9,31.08,96.38,385,207,53.8,2152,5.6,9,19,98.58,29.6,165.5,1253,2152,789,3405,4.32,261.9,40,1055,26.38,1,3.1,81.2,30,289,9.63,1,2.3,22.2,81,1737,21.44,2,6.2,133.6,16,168,10.5,1,1.2,12.9,26,20,76.9,2,1.5,3,0.23,11,19,30,2,13,15,15,1.15,62,580,4.8,44.6,85%,93%,6881479,14,130030,32,11,63750000,31763036,31986964,"Public, 4-year or above",,,,,,,,
2010,Michigan State,Big Ten,YES,Lost,YES,NO,11,2,0.846,32.5,27.495,7,1,88%,11.3,16.7,31.3,9.4,20.1,10.3,29.5,22.3,7.2,50,5,62.85,388.5,6.18,28.7,236.4,8.2,65.4,10,149.62,23,34.15,152.15,4.45,25,14,37,11,33,1,0,290,22.3,451,1738,3.85,16,34.69,133.69,422,243,57.6,2861,6.8,19,17,121.33,32.5,220.1,1738,2861,873,4599,5.27,353.8,50,979,19.58,0,3.8,75.3,20,260,13,1,1.5,20,58,1220,21.03,0,4.5,93.8,29,237,8.17,0,2.2,18.2,15,14,93.3,1.2,1.1,2,0.15,7,17,24,9,10,19,5,0.38,87,754,6.7,58,66%,71%,5135253,9,120415,26.25,11,44462659,17468458,26994201,"Public, 4-year or above",,,,,,,,
2010,Wisconsin,Big Ten,YES,Lost,YES,NO,11,2,0.846,34.4,29.1024,7,1,88%,22.8,24.2,43.3,20.5,20.5,8.3,41.5,20.5,21,12,4,66.12,445.2,6.73,21.2,199.5,9.4,73.2,6,168.08,17,44.92,245.69,5.47,48,17,33,13,28,1,0,267,20.5,423,1662,3.93,9,32.54,127.85,367,209,56.9,2521,6.9,20,14,125.01,28.2,193.9,1662,2521,790,4183,5.29,321.8,54,1208,22.37,1,4.2,92.9,19,202,10.63,0,1.5,15.5,82,1985,24.21,2,6.3,152.7,14,176,12.57,1,1.1,13.5,22,17,77.3,1.7,1.3,4,0.31,9,14,23,3,6,9,14,1.08,41,399,3.2,30.7,50%,0%,5180495,10.5,105488,26.16,11,38662971,22041491,16621480,"Public, 4-year or above",,,,,,,,
2010,Iowa,Big Ten,YES,Won,YES,YES,8,5,0.615,30.2,18.573,4,4,50%,12.7,17.6,29.1,9.4,16.4,11.9,28.9,17,11.9,9,9,62.04,382.9,6.18,27.5,234.5,8.5,63.3,6,155.72,26,34.54,148.38,4.3,16,14,27,11,26,0,0,221,17,407,1320,3.24,13,31.31,101.54,479,298,62.2,2997,6.3,12,19,115.11,36.8,230.5,1320,2997,886,4317,4.87,332.1,32,809,25.28,1,2.5,62.2,22,180,8.18,1,1.7,13.8,58,1222,21.07,1,4.5,94,21,82,3.9,0,1.6,6.3,17,14,82.4,1.3,1.1,2,0.15,5,19,24,5,6,11,13,1,64,486,4.9,37.4,55%,58%,4326160,8.5,184384,24.63,11,45854764,18468732,27386032,"Public, 4-year or above",,,,,,,,
2010,Illinois,Big Ten,YES,Won,YES,YES,7,6,0.538,25.1,13.5038,4,4,50%,7.8,18.7,32.1,16.8,24.3,16.4,32.5,23.5,9,50,50,69.42,397.1,5.72,21.8,151,6.9,58.1,12,128.63,18,47.62,246.08,5.17,29,24,35,21,30,1,0,305,23.5,434,1700,3.92,14,33.38,130.77,413,242,58.6,2867,6.9,20,11,127.56,31.8,220.5,1700,2867,847,4567,5.39,351.3,49,968,19.76,0,3.8,74.5,19,60,3.16,0,1.5,4.6,55,1237,22.49,0,4.2,95.2,30,246,8.2,0,2.3,18.9,29,24,82.8,2.2,1.8,4,0.31,16,11,27,7,12,19,8,0.62,79,713,6.1,54.8,45%,32%,5428302,8,153500,21,9,25301783,11092122,14209661,"Public, 4-year or above",,,,,,,,
2010,Penn State,Big Ten,YES,Lost,YES,NO,7,6,0.538,30.9,16.6242,4,4,50%,2.0,19.4,24.6,14.4,22.6,10.1,24.5,23.7,0.8,19,18,67.16,372.2,5.54,32.7,229.7,7,55.5,17,121.3,19,34.46,142.54,4.14,16,20,39,12,38,0,0,308,23.7,483,2153,4.46,14,37.15,165.62,351,214,61,2356,6.7,19,10,129.51,27,181.2,2153,2356,834,4509,5.41,346.8,57,1186,20.81,1,4.4,91.2,33,310,9.39,1,2.5,23.8,47,976,20.77,0,3.6,75.1,15,130,8.67,1,1.2,10,25,20,80,1.9,1.5,1,0.08,7,10,17,4,17,21,-4,-0.31,53,402,4.1,30.9,60%,54%,6615428,11.5,110785,32.35,9,70208584,19780939,50427645,"Public, 4-year or above",,,,,,,,
2010,Michigan,Big Ten,YES,Lost,YES,NO,7,6,0.538,27.7,14.9026,3,5,38%,0.5,19.9,34.3,17.5,33.8,14.8,32.8,35.2,-2.4,50,18,72.37,488.7,6.75,29.6,250.2,8.4,63.1,15,145.99,23,42.77,238.54,5.58,35,4,57,20,54,1,0,458,35.2,554,2456,4.43,34,42.62,188.92,409,261,63.8,3404,8.3,21,12,144.79,31.5,261.8,2456,3404,963,5860,6.09,450.8,72,1544,21.44,0,5.5,118.8,14,104,7.43,0,1.1,8,60,1275,21.25,1,4.6,98.1,9,88,9.78,0,0.7,6.8,14,4,28.6,1.1,0.3,1,0.08,7,12,19,14,15,29,-10,-0.77,60,597,4.6,45.9,68%,0%,8750386,12.5,113793,27,11,63189417,18328233,44861184,"Public, 4-year or above",,,,,,,,
2010,Northwestern,Big Ten,YES,Lost,YES,NO,7,6,0.538,27.8,14.9564,3,5,38%,-2.3,19.9,25.4,5.6,27.7,17.8,26.4,29,-2.6,50,50,72.45,391.1,5.4,29.6,235.2,7.9,68.3,10,144.39,17,42.85,155.92,3.64,22,16,50,11,44,0,0,377,29,467,2405,5.15,24,35.92,185,466,285,61.2,3135,6.7,25,15,128.93,35.8,241.2,2405,3135,933,5540,5.94,426.2,51,1149,22.53,1,3.9,88.4,18,167,9.28,0,1.4,12.8,58,1163,20.05,0,4.5,89.5,13,43,3.31,0,1,3.3,23,16,69.6,1.8,1.2,4,0.31,7,15,22,13,10,23,-1,-0.08,82,736,6.3,56.6,53%,53%,7280278,8.5,114241,21,11,22704959,15733548,6971411,"Private nonprofit, 4-year or above",,,,,,,,
2010,Purdue,Big Ten,YES,No Appearance,NO,NO,4,8,0.333,24.3,8.0919,2,6,25%,-9.1,18.5,19.7,9.9,28.8,11.1,19.7,28.8,-9.1,50,50,66.33,311.6,4.7,29.5,150.8,5.1,55.6,17,101.09,13,36.83,160.83,4.37,12,15,45,11,38,2,0,345,28.8,459,1655,3.61,20,38.25,137.92,389,256,65.8,2773,7.1,23,10,140.06,32.4,231.1,1655,2773,848,4428,5.22,369,55,1087,19.76,0,4.6,90.6,24,134,5.58,0,2,11.2,39,863,22.13,0,3.3,71.9,15,132,8.8,0,1.3,11,19,15,78.9,1.6,1.3,2,0.17,11,10,21,10,17,27,-6,-0.5,77,684,6.4,57,40%,17%,5056992,6.8,125672,23.75,13,18118898,11821265,6297633,"Public, 4-year or above",,,,,,,,
2010,Minnesota,Big Ten,YES,No Appearance,NO,NO,3,9,0.25,27.4,6.85,2,6,25%,-9.8,13.6,23.2,9.2,33.0,8.9,23.2,33,-9.8,50,50,68.75,361.3,5.26,31.5,226.1,7.2,55.3,9,129.15,21,37.25,135.25,3.63,14,11,54,8,46,0,1,396,33,436,2297,5.27,29,36.33,191.42,280,182,65,2409,8.6,21,11,154.16,23.3,200.8,2297,2409,716,4706,6.57,392.2,59,1248,21.15,0,4.9,104,13,99,7.62,0,1.1,8.3,43,939,21.84,2,3.6,78.3,9,160,17.78,1,0.8,13.3,17,11,64.7,1.4,0.9,0,0,8,11,19,8,9,17,2,0.17,67,517,5.6,43.1,61%,49%,3745693,10,166515,25,9,32322688,17433699,14888989,"Public, 4-year or above",,,,,,,,
2010,Indiana,Big Ten,YES,No Appearance,NO,NO,5,7,0.417,26,10.842,1,7,13%,-6.8,25.5,27.2,12.8,34.0,18.4,27.2,34,-6.8,50,50,71.8,387.5,5.4,42.8,287.2,6.7,60.6,12,128.44,25,29,100.33,3.46,13,18,51,17,49,0,1,408,34,407,2062,5.07,20,33.92,171.83,344,225,65.4,2860,8.3,27,8,156.5,28.7,238.3,2062,2860,751,4922,6.55,410.2,64,1476,23.06,0,5.3,123,9,61,6.78,0,0.8,5.1,61,1451,23.79,0,5.1,120.9,22,199,9.05,1,1.8,16.6,21,18,85.7,1.8,1.5,2,0.17,5,8,13,8,12,20,-7,-0.58,53,486,4.4,40.5,27%,27%,5242170,8.5,96806,24.5,9,21783185,12822779,8960406,"Public, 4-year or above",,,,,,,,
2010,UCF,CUSA (East),NO,Won,YES,YES,11,3,0.786,23.5,18.471,7,1,88%,15.8,16.9,33.8,13.8,18.0,10.2,32.1,17.1,15,50,21,64.1,374,5.83,21.1,186.4,8.8,64.5,11,149.01,16,43,187.57,4.36,36,11,31,8,30,0,0,240,17.1,451,1517,3.36,9,32.21,108.36,475,258,54.3,2898,6.1,21,17,113,33.9,207,1517,2898,926,4415,4.77,315.4,45,1249,27.76,2,3.2,89.2,30,394,13.13,0,2.1,28.1,77,1346,17.48,0,5.5,96.1,10,80,8,0,0.7,5.7,21,11,52.4,1.5,0.8,0,0,6,17,23,8,11,19,4,0.29,71,566,5.1,40.4,59%,57%,3164124,6,100733,20.5,11,15173200,8507856,6665344,"Public, 4-year or above",,,,,,,,
2010,Southern Mississippi,CUSA (East),NO,Lost,YES,NO,8,5,0.615,26.4,16.236,5,3,63%,8.2,15.9,37.6,14.1,29.4,16.4,36.8,29.5,7.3,50,50,79.2,453.4,5.72,36.2,252.5,7,62.4,8,134.39,24,43,200.85,4.67,28,26,50,11,45,1,2,384,29.5,405,1469,3.63,18,31.15,113,430,248,57.7,3164,7.4,28,16,133.53,33.1,243.4,1469,3164,835,4633,5.55,356.4,57,1324,23.23,1,4.4,101.8,30,217,7.23,1,2.3,16.7,81,1981,24.46,3,6.2,152.4,15,85,5.67,0,1.2,6.5,31,26,83.9,2.4,2,3,0.23,10,16,26,9,8,17,9,0.69,97,925,7.5,71.2,17%,17%,2328076,5.5,103854,15.5,9,5605441,5605441,0,"Public, 4-year or above",,,,,,,,
2010,East Carolina,CUSA (East),NO,Lost,YES,NO,6,7,0.462,22.2,10.2564,5,3,63%,-5.3,20.6,38.2,10.4,43.4,17.0,36.8,44,-7.2,50,50,76.12,437.6,5.75,48.5,317.8,6.5,64.5,16,134.82,39,27.62,119.85,4.34,21,16,76,15,71,0,0,572,44,553,2947,5.33,41,42.54,226.69,405,242,59.8,3277,8.1,31,11,147.54,31.2,252.1,2947,3277,958,6224,6.5,478.8,82,1653,20.16,1,6.3,127.2,21,227,10.81,0,1.6,17.5,78,1585,20.32,0,6,121.9,21,134,6.38,0,1.6,10.3,18,16,88.9,1.4,1.2,3,0.23,11,11,22,13,16,29,-7,-0.54,103,879,7.9,67.6,59%,59%,2954747,6,110798,18,11,9627578,8940958,686620,"Public, 4-year or above",,,,,,,,
2010,Marshall,CUSA (East),NO,No Appearance,NO,NO,5,7,0.417,21.8,9.0906,4,4,50%,-7.9,18.1,20.8,9.2,28.8,11.7,20.8,28.8,-8,50,50,63.85,314.3,4.92,35.1,217.1,6.2,55.8,15,117.92,22,28.75,97.17,3.38,7,5,42,17,38,1,1,345,28.8,447,1746,3.91,20,37.25,145.5,441,250,56.7,2886,6.5,18,11,120.14,36.8,240.5,1746,2886,888,4632,5.22,386,57,1286,22.56,1,4.8,107.2,23,146,6.35,1,1.9,12.2,44,882,20.05,0,3.7,73.5,28,253,9.04,0,2.3,21.1,8,5,62.5,0.7,0.4,3,0.25,6,11,17,8,15,23,-6,-0.5,79,657,6.6,54.8,62%,62%,3052395,5.39,74599,16.51,11,7462672,7462672,0,"Public, 4-year or above",,,,,,,,
2010,UAB,CUSA (East),NO,No Appearance,NO,NO,4,8,0.333,17.6,5.8608,3,5,38%,-5.3,14.2,26.3,12.8,31.6,13.1,26.3,31.6,-5.3,50,50,73.53,422.8,5.75,38.7,266.8,6.9,54.5,14,126.36,28,34.83,156.08,4.48,14,7,47,19,36,2,0,379,31.6,432,1810,4.19,19,36,150.83,399,231,57.9,2976,7.5,24,9,135.9,33.3,248,1810,2976,831,4786,5.76,398.8,64,1339,20.92,0,5.3,111.6,20,83,4.15,0,1.7,6.9,52,1027,19.75,0,4.3,85.6,21,189,9,0,1.8,15.8,17,7,41.2,1.4,0.6,2,0.17,9,9,18,10,14,24,-6,-0.5,63,610,5.3,50.8,,,3193450,6,90813,17,9,6811742,6518199,293543,"Public, 4-year or above",,,,,,,,
2010,Memphis,CUSA (East),NO,No Appearance,NO,NO,1,11,0.083,18,1.494,0,8,0%,-25.4,18.0,14.4,7.4,39.8,14.1,14.4,39.8,-25.4,50,50,59.82,285,4.76,27.9,193.4,6.9,55.8,13,120.05,14,31.92,91.58,2.87,5,14,63,13,61,0,0,478,39.8,469,2075,4.42,23,39.08,172.92,368,241,65.5,3453,9.4,38,8,174.04,30.7,287.8,2075,3453,837,5528,6.6,460.7,74,1351,18.26,0,6.2,112.6,11,5,0.45,0,0.9,0.4,31,814,26.26,0,2.6,67.8,28,436,15.57,1,2.3,36.3,18,14,77.8,1.5,1.2,1,0.08,5,8,13,13,13,26,-13,-1.08,76,584,6.3,48.7,46%,46%,4203549,7,125217,16.5,9,11557329,11557329,0,"Public, 4-year or above",,,,,,,,
2010,Tulsa,CUSA (West),NO,Won,YES,YES,10,3,0.769,28.9,22.2241,6,2,75%,9.8,21.4,39.7,14.0,29.9,16.8,41.4,30.3,11.1,50,24,77.41,505.6,6.53,36.1,288.7,8,59.7,11,144.75,32,41.31,216.92,5.25,32,16,53,9,47,1,0,394,30.3,435,1714,3.94,17,33.46,131.85,507,306,60.4,4147,8.2,33,24,141.07,39,319,1714,4147,942,5861,6.22,450.8,49,1097,22.39,1,3.8,84.4,24,296,12.33,1,1.8,22.8,87,1641,18.86,2,6.7,126.2,19,29,1.53,0,1.5,2.2,24,16,66.7,1.8,1.2,3,0.23,12,24,36,8,11,19,17,1.31,57,544,4.4,41.8,0%,0%,5606536,5.5,83923,17.75,11,6340835,9420693,-3079858,"Private nonprofit, 4-year or above",,,,,,,,
2010,SMU,CUSA (West),NO,Lost,YES,NO,7,7,0.5,26.5,13.25,6,2,75%,0.2,14.5,26.6,10.6,26.4,11.3,25.7,25.6,0.1,50,50,65.76,414.6,6.31,36.9,275.8,7.5,58.9,14,136.18,31,28.86,138.79,4.81,14,8,48,8,45,1,0,359,25.6,550,2027,3.69,24,39.29,144.79,430,255,59.3,2913,6.8,18,10,125.36,30.7,208.1,2027,2913,980,4940,5.04,352.9,56,1238,22.11,0,4,88.4,28,136,4.86,0,2,9.7,58,1414,24.38,1,4.1,101,25,127,5.08,0,1.8,9.1,14,8,57.1,1,0.6,6,0.43,5,10,15,13,14,27,-12,-0.86,75,714,5.4,51,0%,0%,6970371,6,125233,21.5,12,12493293,12493293,0,"Private nonprofit, 4-year or above",,,,,,,,
2010,Houston,CUSA (West),NO,No Appearance,NO,NO,5,7,0.417,26.5,11.0505,4,4,50%,5.5,23.6,37.7,16.4,32.2,12.0,37.7,32.2,5.5,50,23,74.47,480.5,6.45,40.3,327.3,8.1,61.6,20,144.65,34,34.17,153.25,4.49,20,14,51,10,48,0,1,386,32.2,526,2505,4.76,28,43.83,208.75,370,219,59.2,2689,7.3,21,13,131.94,30.8,224.1,2505,2689,896,5194,5.8,432.8,61,1331,21.82,1,5.1,110.9,15,231,15.4,1,1.3,19.3,63,1403,22.27,0,5.3,116.9,13,160,12.31,0,1.1,13.3,17,14,82.4,1.4,1.2,5,0.42,8,13,21,7,20,27,-6,-0.5,61,491,5.1,40.9,0%,0%,2619694,4.5,119949,16,9,7719733,8194333,-474600,"Public, 4-year or above",,,,,,,,
2010,UTEP,CUSA (West),NO,Lost,YES,NO,6,7,0.462,22.1,10.2102,3,5,38%,0.8,21.3,26.2,11.6,25.4,16.2,26,27.5,-1.5,50,50,64.89,360.4,5.55,33.2,223.3,6.7,52.8,14,120.32,23,31.69,137.08,4.33,18,12,46,12,43,1,0,357,27.5,494,2377,4.81,20,38,182.85,442,274,62,2971,6.7,24,11,131.39,34,228.5,2377,2971,936,5348,5.71,411.4,60,1538,25.63,2,4.6,118.3,25,321,12.84,0,1.9,24.7,54,1217,22.54,1,4.2,93.6,18,254,14.11,0,1.4,19.5,21,12,57.1,1.6,0.9,2,0.15,5,11,16,7,14,21,-5,-0.38,77,668,5.9,51.4,36%,36%,2518970,3.75,97576,13.75,9,9549083,7586702,1962381,"Public, 4-year or above",,,,,,,,
2010,Rice,CUSA (West),NO,No Appearance,NO,NO,4,8,0.333,22.8,7.5924,3,5,38%,-9.8,16.4,28.7,14.9,38.5,11.5,28.7,38.5,-9.8,50,50,71.25,374,5.25,30,215.9,7.2,60.6,12,132.67,20,41.25,158.08,3.83,24,11,60,14,56,1,1,462,38.5,424,1742,4.11,21,35.33,145.17,417,257,61.6,3644,8.7,34,6,159.06,34.8,303.7,1742,3644,841,5386,6.4,448.8,77,1723,22.38,0,6.4,143.6,18,208,11.56,0,1.5,17.3,52,1102,21.19,1,4.3,91.8,20,189,9.45,0,1.7,15.8,17,11,64.7,1.4,0.9,3,0.25,8,6,14,9,12,21,-7,-0.58,62,513,5.2,42.8,50%,48%,6901158,6,92774,17,9,12355180,12355180,0,"Private nonprofit, 4-year or above",,,,,,,,
2010,Tulane,CUSA (West),NO,No Appearance,NO,NO,4,8,0.333,19.8,6.5934,2,6,25%,-12.3,16.3,24.9,11.1,37.2,14.0,24.9,37.2,-12.3,50,50,74.97,373.3,4.98,38.8,245.8,6.3,57.6,12,119.22,19,36.17,127.5,3.53,17,13,58,13,57,0,1,446,37.2,466,2346,5.03,31,38.83,195.5,319,172,53.9,2335,7.3,21,10,130.86,26.6,194.6,2346,2335,785,4681,5.96,390.1,71,1309,18.44,0,5.9,109.1,19,97,5.11,0,1.6,8.1,61,1646,26.98,1,5.1,137.2,27,263,9.74,1,2.3,21.9,16,13,81.3,1.3,1.1,0,0,13,10,23,13,12,25,-2,-0.17,61,438,5.1,36.5,32%,32%,5349432,4.4,87954,15.2,11,6686956,6686956,0,"Private nonprofit, 4-year or above",,,,,,,,
2010,Navy,Ind,NO,Lost,YES,NO,9,4,0.692,23.9,16.5388,0,0,0%,8.7,13.2,31.0,17.6,22.3,9.2,29.7,23.3,6.4,50,50,65.33,404.8,6.2,12.1,120,9.9,53.5,6,156.64,13,53.23,284.77,5.35,37,9,38,13,36,0,0,303,23.3,470,2156,4.59,16,36.15,165.85,424,290,68.4,2921,6.9,22,7,140.09,32.6,224.7,2156,2921,894,5077,5.68,390.5,50,1123,22.46,0,3.8,86.4,13,70,5.38,0,1,5.4,64,1498,23.41,0,4.9,115.2,17,130,7.65,0,1.3,10,12,9,75,0.9,0.7,0,0,16,7,23,10,6,16,7,0.54,44,359,3.4,27.6,62%,62%,,,,,,,,,#N/A,,,,,,,,
2010,Notre Dame,Ind,NO,Won,YES,YES,8,5,0.615,30.8,18.942,0,0,0%,5.3,16.0,25.8,7.8,20.5,11.9,26.3,20.2,6.1,50,50,68.85,379.7,5.52,37,253.1,6.8,59.3,16,129.27,28,31.85,126.62,3.98,11,19,29,19,26,2,1,263,20.2,465,1870,4.02,15,35.77,143.85,439,273,62.2,2790,6.4,11,18,115.64,33.8,214.6,1870,2790,904,4660,5.15,358.5,49,1038,21.18,0,3.8,79.8,18,89,4.94,1,1.4,6.8,58,1142,19.69,0,4.5,87.8,14,77,5.5,1,1.1,5.9,20,19,95,1.5,1.5,1,0.08,7,18,25,8,16,24,1,0.08,58,529,4.5,40.7,74%,69%,9783722,10.6,151635,28,11,64163063,29490788,34672275,"Private nonprofit, 4-year or above",,,,,,,,
2010,Army,Ind,NO,Won,YES,YES,7,6,0.538,25,13.45,0,0,0%,2.3,16.7,27.5,11.4,25.2,12.2,26.6,24.3,2.3,50,50,66.6,329.7,4.95,10.6,78.1,7.4,52.2,3,126.34,7,56,251.62,4.49,34,15,43,5,37,3,0,316,24.3,426,1809,4.25,18,32.77,139.15,327,187,57.2,2588,7.9,22,14,137.31,25.2,199.1,1809,2588,753,4397,5.84,338.2,50,994,19.88,0,3.8,76.5,20,142,7.1,0,1.5,10.9,62,1265,20.4,0,4.8,97.3,22,81,3.68,0,1.7,6.2,22,15,68.2,1.7,1.2,1,0.08,16,14,30,11,3,14,16,1.23,55,532,4.2,40.9,64%,33%,,,,,,,,,#N/A,,,,,,,,
2010,Miami (Ohio),MAC (East),NO,Won,YES,YES,10,4,0.714,21.1,15.0654,7,1,88%,-2.8,20.8,20.5,8.1,23.4,14.1,21.6,23.2,-1.6,50,50,67.19,352,5.24,35.9,253.7,7.1,64.2,15,130.04,19,31.29,98.29,3.14,14,18,44,7,40,0,0,325,23.2,448,1786,3.99,28,32,127.57,424,241,56.8,2949,7,14,21,116.25,30.3,210.6,1786,2949,872,4735,5.43,338.2,48,986,20.54,0,3.4,70.4,19,133,7,1,1.4,9.5,64,1352,21.13,0,4.6,96.6,23,135,5.87,0,1.6,9.6,27,18,66.7,1.9,1.3,4,0.29,14,21,35,9,15,24,11,0.79,78,641,5.6,45.8,82%,17%,4958612,7,81743,21.5,11,6903977,6903977,0,"Public, 4-year or above",,,,,,,,
2010,Ohio,MAC (East),NO,Lost,YES,NO,8,5,0.615,21.3,13.0995,6,2,75%,6.3,19.7,28.0,13.2,21.8,9.5,27.5,23.8,3.7,50,50,59.05,325.8,5.51,20.9,162.3,7.8,58.5,20,133.17,20,38.15,163.46,4.28,25,11,39,12,31,3,1,309,23.8,458,1600,3.49,17,35.23,123.08,408,248,60.8,2994,7.3,21,17,131.08,31.4,230.3,1600,2994,866,4594,5.3,353.4,53,1130,21.32,0,4.1,86.9,28,273,9.75,0,2.2,21,66,1229,18.62,0,5.1,94.5,8,53,6.63,0,0.6,4.1,14,11,78.6,1.1,0.8,3,0.23,8,17,25,12,20,32,-7,-0.54,74,628,5.7,48.3,63%,56%,3608565,5.5,88759,16.73,9,7467896,7385482,82414,"Public, 4-year or above",,,,,,,,
2010,Temple,MAC (East),NO,No Appearance,NO,NO,8,4,0.667,19,12.673,5,3,63%,5.9,18.1,25.0,11.8,19.1,11.9,25,19.1,5.9,50,50,60.63,334.1,5.51,24.8,183.8,7.4,56.9,13,127.22,15,35.83,150.25,4.19,20,13,27,14,23,1,0,229,19.1,459,1672,3.64,16,38.25,139.33,357,205,57.4,2138,6,9,9,111.01,29.8,178.2,1672,2138,816,3810,4.67,317.5,39,870,22.31,0,3.3,72.5,28,201,7.18,0,2.3,16.8,52,904,17.38,0,4.3,75.3,21,175,8.33,1,1.8,14.6,20,13,65,1.7,1.1,4,0.33,11,9,20,13,13,26,-6,-0.5,71,603,5.9,50.3,33%,33%,5238533,7.55,76748,16.05,11,10093610,10093610,0,"Public, 4-year or above",,,,,,,,
2010,Kent State,MAC (East),NO,No Appearance,NO,NO,5,7,0.417,18.5,7.7145,4,4,50%,-1.6,21.9,21.3,12.5,22.9,12.6,21.3,22.9,-1.6,50,50,64.42,314.3,4.88,32.5,200.8,6.2,58.5,14,112.48,11,31.92,113.58,3.56,15,11,33,15,32,0,0,275,22.9,434,1166,2.69,21,36.17,97.17,405,245,60.5,2514,6.2,10,16,112.88,33.8,209.5,1166,2514,839,3680,4.39,306.7,48,983,20.48,1,4,81.9,33,209,6.33,1,2.8,17.4,48,842,17.54,1,4,70.2,31,168,5.42,1,2.6,14,17,11,64.7,1.4,0.9,4,0.33,11,16,27,13,14,27,0,0,74,670,6.2,55.8,26%,26%,3062734,5.15,49218,19.5,14,4394681,4394681,0,"Public, 4-year or above",,,,,,,,
2010,Bowling Green,MAC (East),NO,No Appearance,NO,NO,2,10,0.167,21.8,3.6406,1,7,13%,-12.3,17.2,21.3,10.1,33.6,13.1,21.3,33.6,-12.3,50,50,68.38,294.3,4.31,38.3,231.6,6.1,58.2,20,108.94,12,30.08,62.67,2.08,16,5,52,13,50,0,1,403,33.6,474,2493,5.26,24,39.5,207.75,373,235,63,2691,7.2,25,14,138.21,31.1,224.3,2493,2691,847,5184,6.12,432,66,1213,18.38,1,5.5,101.1,20,222,11.1,2,1.7,18.5,38,771,20.29,0,3.2,64.3,27,239,8.85,0,2.3,19.9,13,5,38.5,1.1,0.4,3,0.25,15,14,29,11,20,31,-2,-0.17,72,639,6,53.3,68%,57%,3132349,7,66716,17,9,4154484,4052175,102309,"Public, 4-year or above",,,,,,,,
2010,Buffalo,MAC (East),NO,No Appearance,NO,NO,2,10,0.167,17.5,2.9225,1,7,13%,-13.7,18.6,14.2,9.4,27.8,13.0,14.2,27.8,-13.6,50,50,70.87,297.7,4.2,34.2,184.3,5.4,45.1,23,92.88,17,36.67,113.42,3.09,3,8,45,8,40,0,0,334,27.8,503,1909,3.8,20,41.92,159.08,325,175,53.8,2177,6.7,20,15,121.19,27.1,181.4,1909,2177,828,4086,4.93,340.5,51,974,19.1,0,4.3,81.2,14,201,14.36,0,1.2,16.8,34,840,24.71,0,2.8,70,29,210,7.24,0,2.4,17.5,13,8,61.5,1.1,0.7,2,0.17,10,15,25,10,23,33,-8,-0.67,61,585,5.1,48.8,95%,0%,3472435,7.27,67872,20.34,11,5271139,5271139,0,"Public, 4-year or above",,,,,,,,
2010,Akron,MAC (East),NO,No Appearance,NO,NO,1,11,0.083,18.3,1.5189,1,7,13%,-19.5,16.7,15.6,10.6,35.1,12.2,15.6,35.1,-19.5,50,50,61.85,268.5,4.34,29.1,155.1,5.3,49.9,14,97.98,12,32.75,113.42,3.46,10,10,53,18,49,0,0,421,35.1,457,1969,4.31,18,38.08,164.08,357,226,63.3,3169,8.9,29,8,160.21,29.8,264.1,1969,3169,814,5138,6.31,428.2,65,1227,18.88,0,5.4,102.3,10,36,3.6,0,0.8,3,33,687,20.82,1,2.8,57.3,25,173,6.92,0,2.1,14.4,15,10,66.7,1.3,0.8,3,0.25,8,8,16,8,14,22,-6,-0.5,66,561,5.5,46.8,63%,31%,3339009,5.5,60986,21,13,5738172,5738172,0,"Public, 4-year or above",,,,,,,,
